link,source,title,summary,publishDate,content,language,sentiment,confidence
https://www.yahoo.com/tech/jeff-bezos-betting-millions-nvidia-133700975.html,www.yahoo.com,Jeff Bezos is betting millions on a Nvidia rival,,2024-12-02T13:37:00.000Z,"Billionaire Jeff Bezos is throwing his weight behind a computing company that’s coming for Nvidia’s (NVDA) dominance of the artificial intelligence chip market.



Bezos Expeditions, the Amazon (AMZN) founder’s private investment vehicle, was part of a $693 million funding round for Tenstorrent, the company announced Monday. He joined LG Electronics and Fidelity in the round led by South Korean firms Samsung Securities and AFW Partners.

“We are excited by the breadth of investors that believe in our vision,” Keith Witek, the chief operating officer of Tenstorrent, in a statement. “If you look at this group, you see a balance of financial investors and strategic investors, as well as some notable individuals that have conviction in our plans for AI.”

Advertisement Advertisement

Advertisement

Tenstorrent said it will use the money to “build out open-source AI software stacks, hire developers, expand its global development and design centers, and build systems and clouds for AI developers.”

The company has strived to provide more accessible and affordable solutions for companies looking to develop their AI capabilities, putting itself in direct competition with fellow Santa Clara, California-based firm Nvidia. So far, it has signed about $150 million in contracts, Tenstorrent said.

Currently the second-most valuable company in the world behind Apple (AAPL), Nvidia is a Wall Street powerhouse and a behemoth in the AI chip space. Last month, it reported $35.1 billion in revenues for its fiscal third quarter, with 36% of that revenue — or $12.6 billion — coming from only three unnamed customers. Those sales are primarily attributable to Nvidia’s Compute & Networking segment, according to filing.

Although Nvidia will not disclose the customers, its top buyers are likely to include Google (GOOGL) parent Alphabet, Meta (META), Microsoft (MSFT), and Tesla (TSLA) — all of whom are major players in the AI boom.

Advertisement Advertisement

But smaller companies are struggling to build up their AI capabilities as Big Tech firms corner the market — and power-hungry AI chips remain prohibitively expensive.

That’s where Tenstorrent is hoping to come in. Founder and CEO Jim Keller told Bloomberg that Tenstorrent uses open-source and commonplace technology to provide engineering solutions that put AI in reach for more firms, and skips costly and complex parts, including like high-bandwidth memory (HBM) used by Nvidia.

“You can’t beat Nvidia if you use HBM, because Nvidia buys the most HBM and has a cost advantage,” Keller said. “But they’ll never be able to bring the price down the way HBM is built into their products and their sockets.”

Open-source technology has become increasingly popular amid the AI boom, given its cost effectiveness. Meta founder and CEO Mark Zuckerberg said that the company’s first open-source, multimodal large language model, Llama 3.2, will be the way forward.

Advertisement Advertisement

“It’s sort of like the Linux of AI, and we’re seeing closed-source labs react by trying to slash their prices to compete with Llama,” he said at Meta’s annual Connect conference in September.

Elon Musk’s AI startup xAI also made its chatbot, Grok-1, an open-source model.

For the latest news, Facebook, Twitter and Instagram.",en,neutral,0.9995540976524353
https://finance.yahoo.com/news/heres-where-wall-street-sees-stocks-heading-after-the-best-2-year-stretch-since-97-98-211510523.html,finance.yahoo.com,Here's where Wall Street sees stocks heading after the best 2-year stretch since '97-'98,,2024-12-31T21:15:10.000Z,"After two consecutive years of more than 20% gains for the S&P 500 (^GSPC) — an achievement not seen since the late 1990s — Wall Street strategists foresee a slower pace of gains for the benchmark index in 2025.

With strong earnings expected from a widespread array of companies in 2025 and US economic growth anticipated to remain resilient, the fundamental story for further market increases remains intact for 2025. But strategists have warned about a more volatile year for stocks as uncertainty surrounding Federal Reserve rate cuts and a new Donald Trump administration loom ahead.

""Bull markets can, will and should slow their pace from time-to-time, a period of digestion that in turn only accentuates the health of the underlying secular bull,"" BMO Capital Markets chief investment strategist Brian Belski wrote in his 2025 outlook. ""So we believe 2025 will likely [be] defined by a more normalized return environment with more balanced performance across sectors, sizes, and styles.""

Belski initiated a 2025 year-end target of 6,700 for the S&P 500. Given his 6,100 call for the end of 2024, Belski's forecast returns in 2025 at 9.8%, right in line with the index's average historical gain.

The median year-end target for the S&P 500 among strategists tracked by Yahoo Finance sits at 6,600. This would represent about a 12% increase from the index's current level. The targets reach as high as Oppenheimer's 7,100 and as low as Sitfel's ""mid 5000s"" projection — the lone call among 17 strategists tracked by Yahoo Finance for the benchmark index to fall in the coming year.

Less 'magnificent' performance

In one sign of equities' resiliency, Goldman Sachs chief US equity strategist David Kostin and others say the market could surge higher even without the ""Magnificent Seven"" tech stocks' massive outperformance continuing in 2025.

Through three-quarters of reports, the combination of Apple (AAPL), Alphabet (GOOGL, GOOG), Microsoft (MSFT), Amazon (AMZN), Meta (META), Tesla (TSLA), and Nvidia (NVDA) grew earnings year over year by 33% in 2024 compared to just 4.2% growth for the other 493 S&P 500 companies, per FactSet data.

But that margin is projected to fall to just 8 percentage points in 2025, per consensus estimates. This, Kostin believes, will lead to that cohort beating the other 493 stocks by just 7 percentage points in 2025, the narrowest level of outperformance from the Magnificent Seven dating back to 2018.

""The narrowing differential in earnings growth rates should correspond with a narrowing in relative equity returns,"" Kostin wrote. ""Although the 'micro' earnings growth story supports continued ‘Magnificent 7’ outperformance, more 'macro' factors such as economic growth and trade policy lean in favor of the S&P 493.""'",en,neutral,0.9966094493865967
https://finance.yahoo.com/news/10-stocks-retail-investors-craved-in-2024-161231103.html,finance.yahoo.com,10 stocks retail investors craved in 2024,,2024-12-31T16:12:31.000Z,"Retail investors enjoyed another banner year by sticking with tried-and-true large-cap tech names that raked in big profits and promised advances in artificial intelligence.

Vanda Research estimated the year will end with about $265 billion in net new inflows into US markets by self-directed retail investors. While that is $25 billion less than the previous three years' average, based on Vanda Research's data, it's still within the post-COVID-19 range — indicating a healthy appetite for the average investor to be engaged with markets.

The six corporate tickers with the most retail investor inflows were a who's who of tech momentum trades: AMD (AMD), Nvidia (NVDA), Apple (AAPL), Palantir (PLTR), Tesla (TSLA), and Amazon (AMZN). These five names pulled in $67.7 billion in total retail inflows this year. Nvidia overtook Tesla as the most popular stock among retail investors, at least judging by inflows.

Nvidia has pulled in $29.8 billion in retail net inflows this year, per Vanda Research's findings, up from $11.4 billion last year. Tesla's retail inflows dropped to $14.7 billion from $48 billion in 2023.

Tesla still edged out Nvidia as the top holding in retail investor portfolios, however — representing a 10.58% average portfolio weighting compared to 10.33% for Nvidia.

The other four top tickers were more index-based trades levered to popular themes such as AI: Direxion Daily Semiconductor Bull 3X Shares (SOXL), Invesco QQQ Trust (QQQ), ProShares UltraPro QQQ (TQQQ), and SPDR S&P 500 (SPY).

""2024 was an eventful year for markets,"" Vanda Research senior vice president Marco Iachini said. ""For the average retail investor, it was another great year of portfolio performance. Loyalty to tech names paid off.""

Retail investors' portfolios beat S&P, Nasdaq

Indeed that tech loyalty did pay off.

Vanda Research estimates that the average retail portfolio is up 40.74% this year, the second-highest performance since 2014. Only 2023's 41.94% performance was better over this 10-year time span.

On a flow-adjusted basis, Vanda Research noted that this would mark the second time retail investors have beaten the S&P 500 (^GSPC) in back-to-back calendar years and the first time since 2014 that the non-institutional crowd beat the Nasdaq Composite (^IXIC).

US President-elect Donald Trump and Elon Musk watch the launch of the sixth test flight of the SpaceX Starship rocket in Brownsville, Texas, on Nov. 19, 2024. Brandon Bell/Pool via REUTERS/File Photo · Reuters / Reuters

Whether the feel-good times for retail investors will continue in 2025 is anyone's guess.

On the positive side, the incoming Trump administration has promised business-friendly policies such as cutting government spending through the Elon Musk-led Department of Government Efficiency (DOGE) and extending tax cuts.",en,negative,0.9982513785362244
https://finance.yahoo.com/news/where-apple-stock-2025-141300829.html,finance.yahoo.com,Where Will Apple Stock Be in 2025?,,2024-12-31T14:13:00.000Z,"Shares of Apple (NASDAQ: AAPL) have delivered returns of 33% in 2024 as of this Dec. 30. They have gained momentum since the company released results for its fiscal 2024 fourth quarter (which ended Sept. 28) on Oct. 31.

Many investors have turned bullish about Apple's prospects after seeing those results, which revealed upticks in sales of iPhones, iPads, and MacBooks. Additionally, the company's services business achieved double-digit percentage year-over-year growth during the quarter.

But what are the prospects for Apple's major product lines for 2025? Can this technology giant sustain its recent rally and head higher next year?

Artificial intelligence could give Apple's sales a nice boost in 2025

Apple's revenue increased 6% year over year in its fiscal Q4 to $94.9 billion. Adjusted earnings increased 12% to $1.64 per share after excluding the one-time impact of the State Aid decision by the European General Court. Including the impact of that decision, Apple's diluted earnings came in at $0.97 per share, down from $1.46 per share in the same quarter last year.

For the fiscal year, revenue rose 2% to $391 billion, but adjusted earnings, shrunk to $6.08 per share from $6.13 per share in fiscal 2023 (including the impact of the European General Court decision). This shows how Apple's growth accelerated toward the end of the fiscal year, which was attributable to the stronger sales of iPhones, MacBooks, and iPads.

These sales will likely further benefit from the growing adoption of generative artificial intelligence (AI) in 2025. The company started rolling out its Apple Intelligence suite of generative AI features across these products in 2024, and more features will be made available in 2025. It is expected that the gradual rollout of Apple Intelligence will eventually drive a jump in sales of iPhones.

For instance, IDC is expecting shipments of iOS-based iPhones to increase by 3.1% in 2025, while Android device shipments are only forecast to grow by 1.7%.

Favorable scenarios can be expected for MacBooks and iPads as well. That's because sales of these devices are set to get a boost thanks to AI in 2025. Gartner is forecasting a 165% increase in shipments of AI PCs in 2025 to 114 million units. Given that Apple is the fourth-largest PC OEM (original equipment manufacturer), it is well-placed to benefit from the secular growth of the AI-enabled PC market.

Meanwhile, the tablet market has also gained impressive momentum, with shipments increasing 20% year over year in the third quarter of calendar 2024 (per IDC). Apple is the top player in tablets, with an almost 32% market share. All this puts Apple in a nice position to capitalize on what Gartner forecasts will be a 9.5% jump in device spending next year, driven by customers looking to gain access to AI features.

Story Continues",en,neutral,0.9998838901519775
https://finance.yahoo.com/news/zuckerberg-cashing-meta-record-stock-125100768.html,finance.yahoo.com,Zuckerberg is cashing in on Meta’s record stock price with fresh share sales,,2024-12-31T12:51:00.000Z,"Facebook founder and CEO Mark Zuckerberg sold a fresh batch of Meta Platforms Inc.’s stock last week, according to regulatory filings. - Agence France-Presse/Getty Image

Mark Zuckerberg, founder and chief executive of Facebook parent Meta Platforms Inc., has cashed in on the stock’s recent record highs by selling about $23 million worth last week, according to security filings.

Zuckerberg sold 35,921 shares for $21.7 million, according to one filing, and 2,311 shares for $1.4 million, according to a separate one.

Most Read from MarketWatch

The sales were in accordance with a Rule 10b5-1 trading plan adopted by Zuckerberg on Aug. 9, according to a form filed for the company’s third quarter. That plan allowed the executive to sell as many as 518,000 Class A Meta shares and 1.7 million Class B shares held by entities created to hold his shareholdings.

At the time, the plan was worth $1.3 billion.

Meta’s stock META has gained 67% this year to propel it to a market capitalization of $1.5 trillion, re- joining megacaps Nvidia Corp. NVDA, Apple Inc. AAPL and Amazon.com Inc. AMZN in the trillion-dollar-market-cap club. The stock closed at a record high of $632.68 on Dec. 11.

Rule 10b5-1 plans are set up to automatically execute transactions when certain preset conditions — such as price, volume and timing — are met. They are used by company insiders to enable them to cash out their stock without appearing to benefit from nonpublic information they are privy to as part of their role.

Zuckerberg already sold $153 million of stock in early December. In all, he has sold a record of more than $2 billion of Meta’s stock this year, according to an analysis conducted by Fortune magazine.

Meta’s stock started the year with a big surprise for investors in the form of its first-ever dividend, which was unveiled with fourth-quarter earnings in February.

In 2023, Zuckerberg sold about $400 million worth of stock, breaking a two-year period in which the stock fell sharply as the company attempted a pivot toward the metaverse, an immersive virtual world accessed using virtual reality devices that never fully materialized.

The company spent much of 2023 cleaning house before refocusing on tech infrastructure to support artificial intelligence capabilities for users and businesses in 2024. In its most recent earnings report for the third quarter, the company said it expected $38 billion to $40 billion in capital spending this year. The company’s prior outlook called for $37 billion to $40 billion.",en,neutral,0.9999796152114868
https://finance.yahoo.com/news/watch-apple-stock-price-levels-170445821.html,finance.yahoo.com,Watch These Apple Stock Price Levels as $4T Market Cap Remains in Striking Distance,,2024-12-30T17:04:45.000Z,"Source: TradingView.com





Key Takeaways

Apple shares moved lower Monday morning, tracking a broader decline for U.S. stocks, but the company remains in striking distance of becoming the first ever to reach a $4 trillion market capitalization.

A bearish evening star pattern has formed over the past three trading sessions, indicating a potential reversal in the stock.

Investors should watch key support levels on Apple's chart around $237 and $218, while also monitoring a chart-based bullish price target near $278.







Apple (AAPL) shares moved lower Monday morning, tracking a broader decline for U.S. stocks, but the company remains in striking distance of becoming the first ever to reach a $4 trillion market capitalization.

Last Thursday, the company set a fresh record high just above $260 after Wedbush analysts led by Apple bull Dan Ives said that artificial intelligence (AI) demand sets the tech giant up for a “golden era of growth” in 2025. This week, investors will be watching if Apple shares can hit $264.62, the price need to reach a $4 trillion market cap.

The company first unveiled its AI-software marketed as Apple Intelligence back in June, but the rollout has been slow, with investors watching if a major upgrade cycle to access the features drives 2025 sales.

Apple shares were down 1.2% at $252.50 in midday trading Monday. Since the start of the year, Apple shares have gained around 31%, handily outpacing the S&P 500’s 24% increase over the same period.

Below, we take a closer look at Apple’s chart and apply technical analysis to identify several important price levels that investors may be watching.

Evening Star Pattern Emerges

Apple shares have trended higher since breaking out above a broad ascending triangle formation earlier this month. However, a bearish evening star pattern has formed on the iPhone maker’s chart over the past three trading sessions, indicating a potential reversal.

Moreover, as the stock climbed to a record high last week, the relative strength index (RSI) made a comparatively shallower high to create a bearish divergence, a technical signal pointing to weakening price momentum.

It’s also worth noting volume spikes in the stock on June 21, Sept. 20, and Dec. 20, with these dates coinciding with triple witching days, suggesting portfolio rebalancing by larger market participants, such as institutional investors and hedge funds.

Let’s identify key support levels to watch if the stock undergoes a reversal, but also forecast a bullish price target to monitor if the shares continue their longer-term uptrend.

Key Support Levels to Watch

The first level to eye sits around $237. This location on the chart could attract buying interest near the 50-day moving average and the ascending triangle’s top trendline, an area that may flip from prior resistance into future support.

Story Continues",en,neutral,0.9999668598175049
https://finance.yahoo.com/news/jim-cramer-apple-inc-aapl-053136089.html,finance.yahoo.com,"Jim Cramer on Apple Inc. (AAPL): ‘It Was The Dumb Money That Was Getting Out, Because Warren Buffett Or One Of His Assistants Made Us Nervous’",,2024-12-30T05:31:36.000Z,"We recently published an article titled Jim Cramer's Bold Predictions About These 15 AI Stocks. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against the other AI stocks Jim Cramer talked about.

As trading in 2024 heads towards a close, major stock market indexes have had a good run despite mixed performance across sectors. The flagship S&P index is up 26% year-to-date while the broader NASDAQ index has gained 33.56%. On top of this, the index of the NASDAQ's top 100 stocks is up 29.8%, which solidifies the conclusion that technology stocks have driven the stock market's 2024 returns. For further evidence, consider the Dow's performance. The stock index which tracks industries across the US economy is up 14% YTD, making it the weakest-performing index among all mentioned.

However, even within technology, not all stocks have performed equally well. As an example, consider the performance of two stocks. Both of these are semiconductor companies. The first, which ranked 3rd on our list of Jim Cramer's bearish tech calls is the largest American manufacturer of memory chips. The second, which ranked 1st on the same list is Wall Street's AI darling. The two stocks have gained 7.64% and 184.60% year-to-date, so even though both of them are technology companies, their share price returns have differed primarily because of the firms' varying exposures to artificial intelligence.

Yet even though AI has held up the stock market in 2024, other factors continue to influence stock performance as well. Continuing with our example of the GPU designer's shares, the stock dropped by 1.1% on the day the Federal Reserve cut interest rates but guided two cuts for 2024 instead of the earlier four. The shares fell despite the fact that the firm enjoys the widest moat possible in the AI industry. On the same day, the flagship S&P and the broader NASDAQ indexes shed 2.9% and 3.6%, respectively. Following the year-end sell-off on Friday, neither index has fully recovered to levels before the Fed's announcement.

Cramer, for his part, had predicted that the markets might not find it easy to reverse all losses following the Fed's announcement. Talking on CNBC's Squawk on the Street on the day after the Fed's decision, the host shared that ""rampant Bitcoin speculation, after speculation in nuclear power, after speculation in quantum computing"" was baked into markets ahead of the announcement. Commenting on quantum computing in particular, Cramer mentioned one quantum computing stock and wondered whether the industry was all hype and no substance. ""How is that [the firm] going to quantum? When we don’t even know what quantum is?"" wondered Cramer. ""It’s a nonfungible tokens, right? Cause you know what a fungible token was?” he added.

Story Continues",en,neutral,0.7865268588066101
https://finance.yahoo.com/news/34-p-500s-value-comes-121500211.html,finance.yahoo.com,34% of the S&P 500's Value Comes From Just 8 Stocks,,2024-12-29T12:15:00.000Z,"The S&P 500 index is a benchmark used to gauge the broader U.S. market. Its 500 large-cap and megacap components come from every sector of the economy, and reflect investing categories from value to growth. As those companies account for about 80% of the value of the U.S. stock market, the S&P 500 makes a fairly good proxy for it.

However, each company's weight in the index is proportional to its market cap, and some companies have in recent years grown so big that now, just a few have a disproportionate amount of influence over it. Today, more than one-third of the S&P 500's value comes from just eight companies.

The ""Fateful Eight""

If you follow the market, it should be no surprise that the broader market has become concentrated. High-flying tech and artificial intelligence stocks surged in price, with their gains offsetting hundreds of underperformers in the S&P 500 and carrying the index to a roughly 26% broader gain in 2024 (as of Dec. 27). Over the last two years, the S&P 500 is up by more than 55%. Here are the eight stocks that now make up roughly 34.4% of the market and their weights in the S&P 500:

1. Apple (NASDAQ: AAPL): 7.66%

2. Nvidia (NASDAQ: NVDA): 6.71%

3. Microsoft Corp (NASDAQ: MSFT): 6.37%

4. Amazon (NASDAQ: AMZN): 4.16%

5. Meta Platforms (NASDAQ: META): 2.57%

6. Tesla (NASDAQ: TSLA): 2.48%

7. Alphabet (NASDAQ: GOOGL) (NASDAQ: GOOG): 2.24%

8. Broadcom (NASDAQ: AVGO): 2.24%

The first seven names have become known as the ""Magnificent Seven"" due to their massive market shares in their industries, their fortress balance sheets, and their incredible technological innovations. However, after Broadcom's market cap recently surged past the $1 trillion mark, a group of Wall Street pundits added it to the pack, dubbing the expanded group the ""Fateful Eight."" Their performances this year have (with one exception) been extraordinary.

Every stock in the Fateful Eight except Microsoft outperformed the S&P 500 in 2024. In fact, all of those other seven have at least doubled the gains of the broader market. However, consider that 168 stocks in the S&P 500 are down for the year, while more than 70% of the names in the index have underperformed it.

Does this make the broader market risky?

Some might wonder if investing in the broader market is safe considering that such a large proportion of its gains have come from such a narrow group of companies. Many of the Fateful Eight trade at nosebleed valuations, making them more vulnerable to pullbacks if they deliver weak earnings or miss their guidance, or if inflation reignites. After all, Treasury yields have marched higher, and many investors pared back their expectations for interest rate cuts in 2025.

Story Continues",en,neutral,0.999997615814209
https://finance.yahoo.com/news/last-time-taiwan-semiconductor-did-121500501.html,finance.yahoo.com,"The Last Time Taiwan Semiconductor Did This, the Stock Doubed in a Year",,2024-12-28T12:15:00.000Z,"While a company's past performance is no guarantee of its future results, history is one of the few reasonable things we can use to guide our predictions. Particularly for cyclical companies, it can be a pretty good indicator of what's to come. I'm seeing a situation that looks extremely promising for Taiwan Semiconductor Manufacturing (NYSE: TSM) as its setup is similar to the scenario it saw in 2020.

The last time Taiwan Semi had a setup similar to its current one, the stock doubled in the year that followed. So could it repeat that performance in 2025?

A revenue tailwind is emerging

Taiwan Semiconductor is the world's largest third-party chip manufacturer. It contracts out its chipmaking capacities to clients like Nvidia (NASDAQ: NVDA) and Apple (NASDAQ: AAPL), meaning a significant chunk of the world's most powerful devices contain chips originating from TSMC's foundries.

Taiwan Semi also has the ability to produce chips using the most advanced process currently available -- the 3nm process node. Node sizes used to refer to the smallest distance in nanometers between specific features on a chip; while they don't anymore, each successive reduction in node size represents a meaningful improvement in the density and processing power of the chips it produces.

The 3nm node packs a lot of processing power, but Taiwan Semi is already working on a 2nm process, and expects to start using it to make chips for its clients in late 2025. All of this is reminiscent of how the company looked as it entered 2020.

Back then, Taiwan Semiconductor was just launching its 5nm chips, which were an improvement from its previous best 7nm chips. Additionally, a huge wave of chip demand was about to hit TSMC (although it didn't know it) when COVID-19 shut down the world, driving many people to upgrade their computers and other digital devices so that they could more effectively work, and learn remotely, and make use of video chat services to stay in touch with those outside their home.

As we enter 2025, there is massive demand for AI chips, and TSMC will roll out 2nm chips later this year. Back in Q3 2023, management forecast that sales of AI chips would grow at a compound annual rate of 50% over the following five years, and predicted that at the end of that period, they would account for a percentage of its revenue in the low teens.

However, that growth has so far been even faster than management expected. AI revenue is projected to triple in 2024, and make up a mid-teens percentage of revenue. Management indicated there were no signs of that growth slowing down heading into 2025, so the types of secular trends that prevailed in 2020 should also be apparent in 2025.",en,neutral,0.9853159785270691
https://finance.yahoo.com/news/warren-buffett-sells-apple-stock-083000181.html,finance.yahoo.com,"Warren Buffett Sells Apple Stock and Buys a Restaurant Stock Up 3,100% Since Its IPO",,2024-12-28T08:30:00.000Z,"Warren Buffett reportedly manages about 90% of Berkshire Hathaway's (NYSE: BRK.A) (NYSE: BRK.B) equity securities portfolio, while understudies Todd Combs and Ted Weschler handle the rest. The company does not disclose which investment manager makes each individual trade, but Buffett is almost certainly in charge of large positions like Apple (NASDAQ: AAPL).

Despite once calling Apple the ""best business"" in the world, Buffett sold 100 million shares in the third quarter, cutting Berkshire's stake by 25%. And while Apple still ranked as the company's largest holding as of Sept. 30, Buffett has now sold more than 615 million shares in the last four quarters.

Meanwhile, Berkshire started a very small position in Domino's Pizza (NYSE: DPZ) in the third quarter. That stock is up 3,100% since its initial public offering (IPO) in July 2004, but it has struggled more recently. Shares have fallen 21% in the last three years, despite the S&P 500 advancing 28% during that period.

Here's what investors should know about Apple and Domino's.

Apple: The stock Warren Buffett's Berkshire Hathaway sold in the third quarter

Apple has built brand authority and pricing power through engineering expertise. Its lineup of consumer electronics products is built on proprietary software that creates a seamless user experience across devices, and consumers are willing to pay for that. The average iPhone price was 3 times higher than the average Samsung smartphone price during the third quarter.

Apple has a strong presence in several consumer electronics markets, including a leadership position (as measured by sales) in smartphones. However, the company in recent years has expanded its focus beyond hardware. Adjacent services like App Store downloads, iCloud storage, and Apple Pay let the company more efficiently monetize its installed base that exceeds 2.2 billion active devices.

Apple reported modest financial results in the fourth quarter of fiscal 2024, which ended in September 2024. Revenue increased 6% on double-digit sales growth in the services segment, and mid-single-digit sales growth in the Mac, iPad, and iPhone segments. Meanwhile, non-GAAP (adjusted) earnings increased 12% to $1.64 per diluted share.

Apple is a solid business, but not even the best business is worth buying at any price. Apple's price-to-earnings (P/E) ratio has risen from 26 in April to 42 in December without a meaningful catalyst. Sure, it recently launched Apple intelligence, a suite of artificial intelligence capabilities for newer iPhones and MacBooks. But that has yet to trigger the upgrade cycle predicted by so many analysts.

Story Continues",en,neutral,0.9998406171798706
